120,124
120,405
121,16
121,24
121,168
122,331
123,117
124,89
125,99
126,275
127,224
128,149
129,18
129,124
129,163
130,89
130,100
131,48
131,153
131,168
132,95
133,89
133,174
133,325
134,68
134,69
134,117
134,124
134,289
134,334
135,145
135,269
136,134
136,135
136,259
136,309
136,312
136,364
136,370
137,28
138,185
138,192
138,193
138,195
138,209
138,211
138,300
139,36
139,88
139,124
139,146
139,401
139,405
140,9
140,10
140,37
140,342
140,354
140,357
140,408
141,177
141,182
141,188
141,196
141,316
142,20
143,37
143,134
143,135
143,136
143,259
143,309
143,312
143,344
143,364
143,370
143,390
144,69
144,89
144,95
144,100
144,334
144,396
145,382
145,404
146,135
146,136
146,259
146,309
146,312
146,344
146,364
146,370
147,36
147,328
148,183
148,322
148,347
148,358
148,359
148,362
148,371
149,199
150,100
150,267
150,297
150,332
150,396
151,26
151,85
151,158
151,360
152,3
152,78
152,132
152,247
152,280
152,360
153,146
153,405
154,133
154,243
155,371
157,149
158,40
158,41
158,43
159,1
159,37
159,134
159,135
159,136
159,259
159,309
159,312
159,344
159,364
159,370
159,390
160,41
160,43
160,318
161,215
161,217
161,253
161,254
161,383
161,384
161,393
162,8
162,124
162,182
162,196
162,316
162,351
162,405
163,76
164,81
164,135
164,136
164,163
164,174
164,212
164,259
164,261
164,309
164,312
164,344
164,364
164,370
164,390
165,347
165,358
165,359
165,362
165,371
166,224
167,89
167,152
167,209
167,210
167,262
167,394
168,22
168,100
168,117
168,149
168,289
168,307
168,358
168,359
168,362
168,366
168,368
168,371
169,196
169,251
169,316
169,405
170,305
170,340
171,131
171,183
171,351
172,24
172,85
172,360
173,38
173,55
173,106
173,347
173,358
173,359
173,362
174,19
174,151
174,208
174,224
174,239
174,272
175,24
175,280
176,18
176,163
176,314
177,68
177,69
177,334
178,71
178,72
178,250
178,279
179,99
180,358
180,359
180,362
180,371
181,99
181,119
181,124
181,146
181,174
181,311
181,405
182,76
182,133
182,319
182,323
183,73
183,99
183,128
183,392
184,169
185,302
186,174
187,73
187,392
188,16
189,183
189,322
190,49
190,125
190,133
190,149
190,378
191,212
192,99
192,127
193,89
193,149
194,247
195,3
195,24
195,130
196,73
196,99
196,128
196,141
196,142
196,181
196,237
196,350
196,376
196,392
196,403
197,68
197,69
197,124
197,334
198,382
198,404
199,8
199,116
199,126
199,256
199,291
200,40
200,41
200,43
200,318
201,94
201,124
201,221
201,405
202,134
202,135
202,136
202,259
202,309
202,312
202,344
202,364
202,370
202,390
203,99
204,144
205,73
205,128
205,181
205,350
205,376
206,18
206,163
206,267
206,298
207,46
207,67
207,149
207,152
208,89
209,89
209,396
210,20
210,54
210,151
210,224
210,247
210,257
210,277
210,280
211,94
211,221
211,405
212,68
212,124
212,405
213,101
214,124
214,196
214,405
215,99
216,146
217,85
218,245
219,8
220,131
220,183
221,22
221,200
221,307
222,89
222,131
222,183
222,255
222,271
223,76
223,99
223,133
223,243
223,319
223,323
224,19
224,172
224,208
224,224
224,237
224,239
224,247
224,252
224,272
224,274
224,280
224,330
224,331
225,94
225,124
225,405
226,12
226,24
226,25
226,65
226,280
227,243
227,244
228,222
229,351
230,183
231,279
232,280
233,170
234,128
234,376
234,392
235,0
235,149
235,199
235,228
235,365
236,89
236,99
236,347
236,358
236,359
236,362
237,124
237,269
238,19
238,24
238,25
238,54
238,65
238,106
238,151
238,186
238,208
238,222
238,224
238,237
238,245
238,272
238,274
238,277
238,280
238,331
238,350
239,1
239,8
239,47
239,127
239,149
241,24
241,224
241,245
241,277
241,280
242,21
242,28
242,74
242,117
242,118
242,124
242,138
242,162
242,289
242,405
243,163
243,212
244,73
244,128
244,181
244,376
244,392
245,1
245,7
245,67
245,76
245,81
245,99
245,124
245,325
245,382
245,405
246,194
246,363
247,94
248,18
248,163
248,298
248,314
249,12
249,73
249,99
249,103
249,128
249,181
249,302
249,376
249,392
250,183
250,322
250,347
250,358
250,359
250,362
250,371
251,135
251,136
251,312
251,344
251,364
251,370
251,390
252,99
252,124
252,146
252,174
252,311
252,405
253,347
254,199
255,124
255,182
255,196
255,405
256,222
257,21
257,118
257,124
257,138
257,405
258,3
258,48
258,85
258,168
258,360
259,18
259,298
260,56
260,73
260,99
260,128
260,141
260,181
260,376
260,392
263,21
263,118
264,50
264,239
264,280
264,331
264,345
264,389
264,399
265,8
265,27
265,55
265,100
265,102
265,106
265,127
265,139
265,147
265,156
265,183
265,208
265,347
265,358
265,371
266,124
266,405
267,149
268,24
268,197
269,80
269,84
270,103
270,130
270,132
271,239
272,5
272,6
272,16
272,38
272,44
272,55
272,78
272,97
272,100
272,106
272,107
272,117
272,147
272,154
272,156
272,165
272,175
272,178
272,183
272,186
272,208
272,222
272,239
272,245
272,280
272,298
272,316
272,335
272,347
272,355
272,356
272,358
272,359
272,362
272,371
272,402
273,84
274,100
275,221
276,173
277,80
279,92
281,25
281,143
281,257
282,183
282,322
283,99
284,45
284,161
284,199
284,228
284,240
285,68
285,69
285,124
286,197
286,306
287,67
287,88
287,124
287,405
288,7
289,28
289,117
289,124
289,174
289,382
289,404
289,405
290,347
290,358
290,359
290,362
291,68
291,69
291,100
291,183
291,322
291,334
292,117
292,289
292,379
293,40
293,41
293,43
293,318
294,9
294,10
294,37
294,342
294,354
294,357
294,369
294,391
294,408
295,140
296,88
296,94
296,124
296,405
297,149
298,13
298,36
298,308
298,328
298,382
299,99
300,118
300,243
301,94
302,112
302,124
302,138
302,219
302,278
302,405
303,101
303,104
303,208
303,239
303,280
303,331
304,78
304,94
304,124
304,129
304,182
304,188
304,196
304,251
304,316
304,405
305,117
305,289
306,117
306,122
306,164
306,174
306,325
307,108
307,407
308,7
309,174
309,305
310,130
311,4
311,73
311,128
311,181
311,376
311,392
312,134
312,135
312,136
312,259
312,309
312,312
312,344
312,364
312,370
312,390
313,49
313,125
313,133
313,243
314,183
314,322
315,3
315,48
315,153
315,168
315,197
316,358
316,359
316,362
316,371
317,99
318,36
318,94
318,124
318,221
318,401
318,405
319,12
320,146
321,40
321,41
321,43
321,318
322,244
323,67
323,149
323,152
323,209
323,210
323,262
323,294
323,394
324,18
324,163
324,314
325,38
325,131
325,222
325,271
325,347
325,358
325,359
325,362
326,183
326,322
327,44
327,64
327,76
327,123
327,361
328,14
328,37
328,120
328,134
328,135
328,163
328,212
329,347
329,358
329,359
329,371
330,73
330,99
330,128
330,181
330,376
332,347
332,358
332,359
332,362
333,199
333,228
334,23
334,35
334,86
334,87
334,96
334,106
334,150
334,233
334,280
334,351
335,89
336,36
336,328
337,66
337,314
337,347
337,351
337,359
337,362
338,25
338,208
338,280
339,279
339,349
340,183
340,222
340,322
340,347
340,358
340,359
340,362
340,371
341,138
343,347
343,358
343,359
343,362
345,166
345,212
346,151
346,224
346,277
346,280
347,401
348,184
348,199
348,273
348,293
348,313
348,352
348,385
348,386
348,387
348,388
348,397
349,378
350,3
350,24
350,144
350,197
350,306
351,73
351,128
351,392
352,275
353,55
353,56
353,89
353,99
353,103
353,117
353,128
353,181
353,243
353,376
353,392
354,36
354,94
355,34
355,51
355,52
355,162
355,163
355,184
355,199
355,273
355,293
355,313
355,352
355,385
355,386
355,387
355,388
355,397
356,8
356,271
357,124
357,405
358,124
359,298
359,316
360,36
360,157
360,308
360,328
361,196
361,251
361,316
361,405
362,37
362,134
363,99
364,56
364,73
364,181
364,376
365,183
365,188
365,322
366,98
366,196
366,199
366,228
366,234
366,316
367,124
367,145
368,7
369,115
369,199
370,149
371,6
372,347
372,358
372,359
372,362
372,371
373,40
373,41
373,318
374,9
374,10
374,37
374,342
374,354
374,357
374,369
374,391
374,408
375,99
376,222
377,203
377,204
378,280
379,113
379,114
379,224
379,252
379,274
379,280
380,89
380,183
380,322
380,347
380,358
380,359
380,396
381,113
381,114
381,280
382,164
383,205
383,286
384,5
384,97
384,107
384,178
384,196
384,229
384,271
384,280
384,298
384,316
384,335
384,355
384,356
384,372
384,402
385,73
385,99
385,128
385,181
385,376
385,392
386,18
386,163
386,298
387,358
387,359
387,362
388,267
388,297
388,332
389,396
390,69
390,124
390,334
391,183
391,188
391,322
392,347
392,359
392,362
392,371
393,124
393,405
394,124
394,177
394,188
394,196
394,251
394,316
394,405
395,94
395,124
395,221
395,405
396,153
396,276
397,18
397,124
397,145
397,401
398,130
398,132
398,341
399,94
399,124
399,129
399,177
399,182
399,188
399,196
399,251
399,405
400,245
400,265
401,89
402,99
402,164
403,99
404,124
404,177
404,182
404,188
404,196
404,251
404,316
404,405
405,7
406,68
406,69
406,124
406,334
408,99
408,396
409,28
409,382
410,184
410,199
410,228
410,273
410,293
410,313
410,352
410,386
410,387
410,388
410,397
411,40
411,41
411,43
411,318
412,32
412,44
412,134
413,218
414,117
415,347
415,358
415,359
415,362
416,99
417,99
417,117
417,122
417,174
418,138
419,18
419,163
419,298
419,314
420,238
420,255
420,324
421,73
421,163
422,149
423,12
423,38
423,99
424,267
425,183
425,322
426,73
426,99
426,128
426,392
427,13
427,36
427,73
427,89
427,99
427,103
427,107
427,117
427,128
427,181
427,328
427,335
427,355
427,356
427,376
427,392
427,402
429,0
430,347
430,358
430,359
430,362
430,371
431,379
432,379
433,99
433,396
434,48
434,168
434,351
435,20
435,54
435,257
435,280
436,16
436,73
436,97
436,100
436,183
436,280
437,124
437,405
438,195
439,88
439,124
439,405
440,347
440,359
440,362
440,371
442,261
443,347
443,358
443,359
443,362
443,371
444,79
444,83
445,328
446,48
446,153
446,168
446,197
446,306
446,351
447,331
447,351
448,183
448,188
448,322
449,11
449,176
450,19
450,208
450,224
450,237
450,239
450,272
450,280
450,331
451,94
451,305
452,9
452,10
452,37
452,134
452,135
452,136
452,309
452,312
452,342
452,344
452,354
452,357
452,364
452,369
452,370
452,390
452,391
452,408
454,73
454,128
454,181
454,376
454,392
455,12
456,44
456,107
456,121
456,147
456,156
456,186
456,222
456,244
456,271
457,62
458,1
458,81
458,99
458,117
458,127
458,162
458,184
458,273
458,293
458,313
458,352
458,385
458,386
458,387
458,388
458,397
459,20
459,24
459,65
459,158
459,172
459,189
459,224
459,239
459,247
459,252
459,257
459,274
459,280
459,345
460,117
460,379
461,3
461,39
461,124
461,182
461,196
461,316
461,405
462,183
462,322
463,99
464,166
464,183
465,113
465,114
465,155
465,265
465,280
465,360
467,208
467,237
467,246
467,280
467,331
468,73
468,89
468,128
468,181
468,376
468,392
469,400
470,38
471,271
472,40
472,41
472,318
474,76
474,124
474,405
475,18
475,119
475,167
476,18
476,401
477,124
477,146
477,405
478,190
479,40
479,43
479,94
479,124
479,318
479,405
480,151
480,280
481,19
481,105
481,166
481,239
481,271
482,28
482,404
483,9
483,10
483,135
483,136
483,259
483,309
483,312
483,344
483,357
483,364
483,369
483,370
483,390
483,391
483,408
484,84
485,235
485,247
486,247
486,252
486,274
487,9
487,10
487,37
487,342
487,354
487,369
487,391
487,408
490,73
490,89
490,103
490,128
490,181
490,350
490,375
490,376
490,392
491,148
492,81
493,149
494,28
494,183
494,322
495,187
495,292
495,295
495,296
495,374
495,406
496,40
496,41
496,43
496,318
497,0
497,1
497,73
497,128
497,133
497,149
497,248
497,365
497,392
498,100
498,347
498,358
498,359
498,362
498,396
499,61
499,93
499,94
499,130
499,232
499,268
499,282
499,301
499,310
500,347
500,358
500,359
500,362
500,371
501,16
502,19
502,105
502,224
502,239
502,272
502,280
503,396
504,79
504,80
504,83
505,341
506,303
506,353
507,267
507,297
508,347
508,358
508,359
508,362
509,124
510,99
510,131
511,88
511,145
511,269
512,80
513,80
513,82
513,83
513,91
514,27
514,190
515,24
515,25
515,65
515,85
515,144
515,280
516,49
516,125
516,133
516,243
517,267
517,332
518,347
518,358
518,359
518,371
519,27
519,190
520,28
520,146
520,261
521,371
522,124
522,405
523,28
524,43
525,244
526,40
526,41
526,43
527,382
528,144
529,18
529,163
529,314
530,40
530,41
530,318
531,341
532,124
532,382
532,405
533,131
533,183
534,99
534,347
535,280
536,69
537,347
537,358
537,359
537,362
537,371
538,112
538,219
538,278
539,99
539,133
540,76
540,133
540,267
541,16
543,81
543,99
543,119
543,124
543,174
543,311
543,405
544,131
544,314
545,27
545,190
545,255
545,340
547,405
548,99
548,117
548,122
548,135
548,136
548,174
548,259
548,309
548,344
548,364
548,370
548,390
549,33
549,34
549,77
549,163
549,180
549,199
549,201
549,212
549,225
549,226
549,304
549,398
550,125
551,89
552,208
552,239
552,331
552,345
553,19
553,105
553,224
553,239
553,277
553,280
554,382
555,24
555,197
555,231
556,134
556,135
556,136
556,259
556,309
556,312
556,344
556,364
556,390
557,27
557,38
558,99
558,405
559,99
560,124
560,405
561,68
561,69
561,334
562,382
563,144
563,329
564,94
564,124
564,146
564,196
564,316
564,346
564,405
565,134
566,199
566,228
566,293
566,313
566,352
566,385
566,387
566,388
567,21
567,118
567,124
567,163
567,405
568,19
568,44
568,144
568,224
568,239
568,272
568,331
569,68
569,112
569,124
569,219
569,278
570,68
570,69
570,334
571,8
571,17
571,99
571,174
571,311
572,24
572,140
573,36
573,44
573,90
573,110
573,111
573,198
573,227
573,308
573,317
573,325
573,328
573,336
573,337
573,373
574,99
575,166
575,183
575,188
575,271
575,322
575,371
576,183
576,322
577,125
577,149
578,112
578,157
578,219
578,278
580,24
580,101
580,172
581,89
581,115
582,16
583,18
583,117
584,38
584,55
584,89
584,107
584,109
584,131
584,147
584,183
584,196
584,222
584,245
584,280
584,316
584,330
584,347
584,358
584,362
585,1
585,134
585,135
585,136
585,259
585,309
585,312
585,344
585,364
585,370
585,390
586,371
587,125
587,149
588,124
588,145
588,156
588,269
589,80
589,84
589,260
590,125
590,133
591,124
591,405
592,347
592,358
592,359
592,362
593,65
593,113
593,144
593,280
594,271
595,208
595,239
595,280
595,331
595,345
595,399
596,294
597,88
597,124
597,405
598,24
599,222
600,40
600,41
600,43
600,318
601,238
601,324
602,149
603,85
603,360
603,367
604,88
604,124
604,405
605,73
605,128
605,392
606,183
606,322
607,73
607,128
607,376
607,392
608,199
608,228
609,321
610,199
610,228
611,149
612,124
612,223
613,183
613,322
614,134
614,135
616,241
617,153
617,351
618,73
618,89
618,99
618,128
618,392
619,119
619,244
620,99
621,11
621,48
621,196
621,316
621,330
622,183
622,347
622,358
622,359
622,362
622,371
624,123
624,361
625,396
626,64
626,76
627,76
627,267
627,297
627,332
628,267
628,297
628,332
629,85
629,360
630,107
630,335
630,355
630,356
630,402
631,347
631,358
631,359
631,362
633,128
633,392
634,245
634,280
636,21
636,118
636,124
637,399
638,399
639,1
639,135
639,136
639,309
639,312
639,344
639,364
639,370
639,390
640,11
641,365
642,145
642,269
643,85
643,360
644,11
645,148
646,347
646,358
646,359
646,362
647,347
647,358
647,359
647,362
647,371
648,347
648,358
648,359
648,362
648,371
649,347
649,358
649,359
649,362
650,11
650,176
651,202
652,162
652,343
653,347
653,358
653,359
653,362
654,367
655,331
655,345
656,347
656,358
656,359
656,362
656,371
657,42
657,207
657,315
657,326
657,327
657,333
657,338
657,339
657,348
